Archivo,Tipo,Fecha,Número de Factura,Emisor,Cliente,CIF,Modelo,Matricula,Base,IVA,Importe,Tasas
IMG-20250704-WA0021_ocr.pdf,COMPRA,No encontrada,F1W/FO00X67122517,"e Entidad IDV Macri ld S.L.U,","NEW SATELITE, S.L.",X67122517,No encontrado,Entidad,No encontrado,0.21,No encontrado,No encontrado
